link|title_x|description_x|loaddate
http://arxiv.org/abs/1903.12436|From  Variational  to  Deterministic  Autoencoders.  (arXiv:1903.12436v1  [cs.LG])|<p>Variational  Autoencoders  (VAEs)  provide  a  theoretically-backed  framework  fordeep  generative  models.  However,  they  often  produce  "blurry"  images,  which  islinked  to  their  training  objective.  Sampling  in  the  most  popularimplementation,  the  Gaussian  VAE,  can  be  interpreted  as  simply  injecting  noiseto  the  input  of  a  deterministic  decoder.  In  practice,  this  simply  enforces  asmooth  latent  space  structure.  We  challenge  the  adoption  of  the  full  VAEframework  on  this  specific  point  in  favor  of  a  simpler,  deterministic  one.Specifically,  we  investigate  how  substituting  stochasticity  with  other  explicitand  implicit  regularization  schemes  can  lead  to  a  meaningful  latent  spacewithout  having  to  force  it  to  conform  to  an  arbitrarily  chosen  prior.  Toretrieve  a  generative  mechanism  for  sampling  new  data  points,  we  propose  toemploy  an  efficient  ex-post  density  estimation  step  that  can  be  readily  adoptedboth  for  the  proposed  deterministic  autoencoders  as  well  as  to  improve  samplequality  of  existing  VAEs.  We  show  in  a  rigorous  empirical  study  thatregularized  deterministic  autoencoding  achieves  state-of-the-art  sample  qualityon  the  common  MNIST,  CIFAR-10  and  CelebA  datasets.</p>|2019-04-01  22:52:19.488305
http://arxiv.org/abs/1903.12449|Multiplication  method  for  factoring  natural  numbers.  (arXiv:1903.12449v1  [cs.DS])|<p>We  offer  multiplication  method  for  factoring  big  natural  numbers  whichextends  the  group  of  the  Fermat's  and  Lehman's  factorization  algorithms  and  hasrun-time  complexity  $O(n^{1/3})$.  This  paper  is  argued  the  finiteness  ofproposed  algorithm  depending  on  the  value  of  the  factorizable  number  n.  Weprovide  here  comparative  tests  results  of  related  algorithms  on  a  large  amountof  computational  checks.  We  describe  identified  advantages  of  the  proposedalgorithm  over  others.  The  possibilities  of  algorithm  optimization  for  reducingthe  complexity  of  factorization  are  also  shown  here.</p>|2019-04-01  22:52:19.488337
http://arxiv.org/abs/1903.12451|Energy-Efficient  Distributed  Processing  in  Vehicular  Cloud  Architecture.  (arXiv:1903.12451v1  [cs.NI])|<p>Facilitating  the  revolution  for  smarter  cities,  vehicles  are  getting  smarterand  equipped  with  more  resources  to  go  beyond  transportation  functionality.On-Board  Units  (OBU)  are  efficient  computers  inside  vehicles  that  serve  safetyand  non-safety  based  applications.  However,  much  of  these  resources  areunderutilised.  On  the  other  hand,  more  users  are  relying  now  on  cloud  computingwhich  is  becoming  costly  and  energy  consuming.  In  this  paper,  we  develop  aMixed  Integer  linear  Programming  (MILP)  model  that  optimizes  the  allocation  ofprocessing  demands  in  an  architecture  that  encompasses  the  vehicles,  edge  andcloud  computing  with  the  objective  of  minimizing  power  consumption.  The  resultsshow  power  savings  of  70%-90%  compared  to  conventional  clouds  for  smalldemands.  For  medium  and  large  demand  sizes,  the  results  show  20%-30%  powersaving  as  the  cloud  was  used  partially  due  to  capacity  limitations  on  thevehicular  and  edge  nodes.</p>|2019-04-01  22:52:19.488370
http://arxiv.org/abs/1903.12452|A  framework  for  fake  review  detection  in  online  consumer  electronics  retailers.  (arXiv:1903.12452v1  [cs.CL])|<p>The  impact  of  online  reviews  on  businesses  has  grown  significantly  duringlast  years,  being  crucial  to  determine  business  success  in  a  wide  array  ofsectors,  ranging  from  restaurants,  hotels  to  e-commerce.  Unfortunately,  someusers  use  unethical  means  to  improve  their  online  reputation  by  writing  fakereviews  of  their  businesses  or  competitors.  Previous  research  has  addressedfake  review  detection  in  a  number  of  domains,  such  as  product  or  businessreviews  in  restaurants  and  hotels.  However,  in  spite  of  its  economicalinterest,  the  domain  of  consumer  electronics  businesses  has  not  yet  beenthoroughly  studied.  This  article  proposes  a  feature  framework  for  detectingfake  reviews  that  has  been  evaluated  in  the  consumer  electronics  domain.  Thecontributions  are  fourfold:  (i)  Construction  of  a  dataset  for  classifying  fakereviews  in  the  consumer  electronics  domain  in  four  different  cities  based  onscraping  techniques;  (ii)  definition  of  a  feature  framework  for  fake  reviewdetection;  (iii)  development  of  a  fake  review  classification  method  based  onthe  proposed  framework  and  (iv)  evaluation  and  analysis  of  the  results  for  eachof  the  cities  under  study.  We  have  reached  an  82%  F-Score  on  the  classificationtask  and  the  Ada  Boost  classifier  has  been  proven  to  be  the  best  one  bystatistical  means  according  to  the  Friedman  test.</p>|2019-04-01  22:52:19.488402
http://arxiv.org/abs/1903.12453|Frowning  Frodo,  Wincing  Leia,  and  a  Seriously  Great  Friendship:  Learning  to  Classify  Emotional  Relationships  of  Fictional  Characters.  (arXiv:1903.12453v1  [cs.CL])|<p>The  development  of  a  fictional  plot  is  centered  around  characters  who  closelyinteract  with  each  other  forming  dynamic  social  networks.  In  literatureanalysis,  such  networks  have  mostly  been  analyzed  without  particular  relationtypes  or  focusing  on  roles  which  the  characters  take  with  respect  to  eachother.  We  argue  that  an  important  aspect  for  the  analysis  of  stories  and  theirdevelopment  is  the  emotion  between  characters.  In  this  paper,  we  combine  theseaspects  into  a  unified  framework  to  classify  emotional  relationships  offictional  characters.  We  formalize  it  as  a  new  task  and  describe  the  annotationof  a  corpus,  based  on  fan-fiction  short  stories.  The  extraction  pipeline  whichwe  propose  consists  of  character  identification  (which  we  treat  as  given  by  anoracle  here)  and  the  relation  classification.  For  the  latter,  we  provideresults  using  several  approaches  previously  proposed  for  relationidentification  with  neural  methods.  The  best  result  of  0.45  F1  is  achieved  witha  GRU  with  character  position  indicators  on  the  task  of  predicting  undirectedemotion  relations  in  the  associated  social  network  graph.</p>|2019-04-01  22:52:19.488434
http://arxiv.org/abs/1903.12457|Towards  Knowledge-Based  Personalized  Product  Description  Generation  in  E-commerce.  (arXiv:1903.12457v1  [cs.CL])|<p>Quality  product  descriptions  are  critical  for  providing  competitive  customerexperience  in  an  E-commerce  platform.  An  accurate  and  attractive  descriptionnot  only  helps  customers  make  an  informed  decision  but  also  improves  thelikelihood  of  purchase.  However,  crafting  a  successful  product  description  istedious  and  highly  time-consuming.  Due  to  its  importance,  automating  theproduct  description  generation  has  attracted  considerable  interests  from  bothresearch  and  industrial  communities.  Existing  methods  mainly  use  templates  orstatistical  methods,  and  their  performance  could  be  rather  limited.</p><p>In  this  paper,  we  explore  a  new  way  to  generate  the  personalized  productdescription  by  combining  the  power  of  neural  networks  and  knowledge  base.Specifically,  we  propose  a  KnOwledge  Based  pEronalized  (or  KOBE)  productdescription  generation  model  in  the  context  of  E-commerce.  In  KOBE,  we  extendthe  encoder-decoder  framework,  the  Transformer,  to  a  sequence  modelingformulation  using  self-attention.  In  order  to  make  the  description  bothinformative  and  personalized,  KOBE  considers  a  variety  of  important  factorsduring  text  generation,  including  product  aspects,  user  categories,  andknowledge  base,  etc.  Experiments  on  real-world  datasets  demonstrate  that  theproposed  method  out-performs  the  baseline  on  various  metrics.  KOBE  can  achievean  improvement  of  9.7%  over  state-of-the-arts  in  terms  of  BLEU.  We  also  presentseveral  case  studies  as  the  anecdotal  evidence  to  further  prove  theeffectiveness  of  the  proposed  approach.  The  framework  has  been  deployed  inTaobao,  the  largest  online  E-commerce  platform  in  China.</p>|2019-04-01  22:52:19.488467
http://arxiv.org/abs/1903.12458|Market  Manipulation  as  a  Security  Problem.  (arXiv:1903.12458v1  [q-fin.TR])|<p>Order  matching  systems  form  the  backbone  of  modern  equity  exchanges,  used  bymillions  of  investors  daily.  Thus,  their  operation  is  strictly  controlledthrough  numerous  regulatory  directives  to  ensure  that  markets  are  fair  andtransparent.  Despite  these  efforts,  market  manipulation  remains  an  openproblem.</p><p>In  this  work,  we  focus  on  a  class  of  market  manipulation  techniques  thatexploit  technical  details  and  glitches  in  the  operation  of  the  exchanges  (i.e.,mechanical  arbitrage).  Such  techniques  are  used  by  predatory  traders  with  deepknowledge  of  the  exchange's  structure  to  gain  an  advantage  over  the  othermarket  participants.  We  argue  that  technical  solutions  to  the  problem  ofmechanical  arbitrage  have  the  potential  to  significantly  thwart  thesepractices.  Our  work  provides  the  first  overview  of  the  threat  landscape,  modelsfair  markets  and  their  security  assumptions,  and  discusses  various  mitigationmeasures.</p>|2019-04-01  22:52:19.488499
http://arxiv.org/abs/1903.12466|Distributed  Ledger  Technology  for  Smart  Mobility:  Variable  Delay  Models.  (arXiv:1903.12466v1  [cs.SY])|<p>Recently,  Directed  Acyclic  Graph  (DAG)  based  Distributed  Ledgers  have  beenproposed  for  various  applications  in  the  smart  mobility  domain  [1].  While  manyapplication  studies  have  been  described  in  the  literature,  an  open  problem  inthe  DLT  community  concerns  the  lack  of  mathematical  models  describing  theirbehaviour,  and  their  validation.  Building  on  a  previous  work  in  [1],  wepresent,  in  this  paper,  a  fluid  based  approximation  for  the  IOTA  Foundation  DAGbased  DLT  that  incorporates  varying  transaction  delays.  This  extension,  namelythe  inclusion  of  varying  delays,  is  important  for  feedback  control  applications(such  as  transactive  control  [2]).  Extensive  simulations  are  presented  toillustrate  the  efficacy  of  our  approach.</p>|2019-04-01  22:52:19.488531
http://arxiv.org/abs/1903.12467|Deep,  spatially  coherent  Occupancy  Maps  based  on  Radar  Measurements.  (arXiv:1903.12467v1  [cs.RO])|<p>One  essential  step  to  realize  modern  driver  assistance  technology  is  theaccurate  knowledge  about  the  location  of  static  objects  in  the  environment.  Inthis  work,  we  use  artificial  neural  networks  to  predict  the  occupation  state  ofa  whole  scene  in  an  end-to-end  manner.  This  stands  in  contrast  to  thetraditional  approach  of  accumulating  each  detection's  influence  on  theoccupancy  state  and  allows  to  learn  spatial  priors  which  can  be  used  tointerpolate  the  environment's  occupancy  state.  We  show  that  these  priors  makeour  method  suitable  to  predict  dense  occupancy  estimations  from  sparse,  highlyuncertain  inputs,  as  given  by  automotive  radars,  even  for  complex  urbanscenarios.  Furthermore,  we  demonstrate  that  these  estimations  can  be  used  forlarge-scale  mapping  applications.</p>|2019-04-01  22:52:19.488562
http://arxiv.org/abs/1903.12468|Automatic  Failure  Explanation  in  CPS  Models.  (arXiv:1903.12468v1  [cs.SE])|<p>Debugging  Cyber-Physical  System  (CPS)  models  can  be  extremely  complex.Indeed,  only  the  detection  of  a  failure  is  insuffcient  to  know  how  to  correct  afaulty  model.  Faults  can  propagate  in  time  and  in  space  producing  observablemisbehaviours  in  locations  completely  different  from  the  location  of  the  fault.Understanding  the  reason  of  an  observed  failure  is  typically  a  challenging  andlaborious  task  left  to  the  experience  and  domain  knowledge  of  the  designer.  \nIn  this  paper,  we  propose  CPSDebug,  a  novel  approach  that  by  combining  testing,specification  mining,  and  failure  analysis,  can  automatically  explain  failuresin  Simulink/Stateflow  models.  We  evaluate  CPSDebug  on  two  case  studies,involving  two  use  scenarios  and  several  classes  of  faults,  demonstrating  thepotential  value  of  our  approach.</p>|2019-04-01  22:52:19.488596
