link|title|description
http://arxiv.org/abs/1903.06494|Content  Differences  in  Syntactic  and  Semantic  Representations.  (arXiv:1903.06494v3  [cs.CL]  UPDATED)|<p>Syntactic  analysis  plays  an  important  role  in  semantic  parsing,  but  thenature  of  this  role  remains  a  topic  of  ongoing  debate.  The  debate  has  beenconstrained  by  the  scarcity  of  empirical  comparative  studies  between  syntacticand  semantic  schemes,  which  hinders  the  development  of  parsing  methods  informedby  the  details  of  target  schemes  and  constructions.  We  target  this  gap,  andtake  Universal  Dependencies  (UD)  and  UCCA  as  a  test  case.  After  abstractingaway  from  differences  of  convention  or  formalism,  we  find  that  most  contentdivergences  can  be  ascribed  to:  (1)  UCCA's  distinction  between  a  Scene  and  anon-Scene;  (2)  UCCA's  distinction  between  primary  relations,  secondary  ones  andparticipants;  (3)  different  treatment  of  multi-word  expressions,  and  (4)different  treatment  of  inter-clause  linkage.  We  further  discuss  the  long  tailof  cases  where  the  two  schemes  take  markedly  different  approaches.  Finally,  weshow  that  the  proposed  comparison  methodology  can  be  used  for  fine-grainedevaluation  of  UCCA  parsing,  highlighting  both  challenges  and  potential  sourcesfor  improvement.  The  substantial  differences  between  the  schemes  suggest  thatsemantic  parsers  are  likely  to  benefit  downstream  text  understandingapplications  beyond  their  syntactic  counterparts.</p>
http://arxiv.org/abs/1903.06888|Rethinking  Uplink  Hybrid  Processing:  When  is  Pure  Analog  Processing  Suggested?.  (arXiv:1903.06888v2  [cs.IT]  UPDATED)|<p>In  this  correspondence,  we  analytically  characterize  the  benefit  of  digitalprocessing  in  uplink  massive  multiple-input  multiple-output  (MIMO)  withsub-connected  hybrid  architecture.  By  assuming  that  the  number  of  radiofrequency  (RF)  chains  is  equal  to  that  of  users,  we  characterize  achievablerates  of  both  pure  analog  detection  and  hybrid  detection  under  the  i.i.d.Rayleigh  fading  channel  model.  From  the  derived  expressions,  we  discover  thatthe  analog  processing  can  outperform  the  hybrid  processing  using  the  maximalratio  combining  (MRC)  or  zero-forcing  (ZF)  criterion  in  cases  under  someengineering  assumptions.  Performance  comparison  of  the  schemes  are  presentedunder  tests  with  various  numbers  of  users  and  numbers  of  antennas  at  the  basestation.</p>
http://arxiv.org/abs/1903.06961|Entropy  modulo  a  prime.  (arXiv:1903.06961v2  [math.NT]  UPDATED)|"<p>Building  on  work  of  Kontsevich,  we  introduce  a  definition  of  the  entropy  of  afinite  probability  distribution  in  which  the  ""probabilities""  are  integersmodulo  a  prime  p.  The  entropy,  too,  is  an  integer  mod  p.  Entropy  mod  p  is  shownto  be  uniquely  characterized  by  a  functional  equation  identical  to  the  one  thatcharacterizes  ordinary  Shannon  entropy.  We  also  establish  a  sense  in  whichcertain  real  entropies  have  residues  mod  p,  connecting  the  concepts  of  entropyover  R  and  over  Z/pZ.  Finally,  entropy  mod  p  is  expressed  as  a  polynomial  whichis  shown  to  satisfy  several  identities,  linking  into  work  of  Cathelineau,Elbaz-Vincent  and  Gangl  on  polylogarithms.</p>"
http://arxiv.org/abs/1903.07009|Multi-Authority  Attribute-Based  Access  Control  with  Smart  Contract.  (arXiv:1903.07009v3  [cs.CR]  UPDATED)|<p>Attribute-based  access  control  makes  access  control  decisions  based  on  theassigned  attributes  of  subjects  and  the  access  policies  to  protect  objects  bymediating  operations  from  the  subjects.  Authority,  which  validates  attributesof  subjects,  is  one  key  component  to  facilitate  attribute-based  access  control.In  an  increasingly  decentralized  society,  multiple  attributes  possessed  bysubjects  may  need  to  be  validated  by  multiple  different  authorities.  This  paperproposes  a  multi-authority  attribute-based  access  control  scheme  by  usingEthereum's  smart  contracts.  In  the  proposed  scheme,  Ethereum  smart  contractsare  created  to  define  the  interactions  between  data  owner,  data  user,  andmultiple  attribute  authorities.  A  data  user  presents  its  attributes  todifferent  attribute  authorities,  and  after  successful  validation  of  attributes,obtains  attribute  tokens  from  respective  attribute  authorities.  Aftercollecting  enough  attribute  tokens,  a  smart  contract  will  be  executed  to  issuesecret  key  to  the  data  user  to  access  the  requested  object.  The  smart  contractsfor  multi-authority  attribute-based  access  control  have  been  prototyped  inSolidity,  and  their  performance  has  been  evaluated  on  the  Rinkeby  EthereumTestnet.</p>
http://arxiv.org/abs/1903.07807|Distributed  Kalman-filtering:  Distributed  optimization  viewpoint.  (arXiv:1903.07807v2  [math.OC]  UPDATED)|<p>We  consider  the  Kalman-filtering  problem  with  multiple  sensors  which  areconnected  through  a  communication  network.  If  all  measurements  are  delivered  toone  place  called  fusion  center  and  processed  together,  we  call  the  processcentralized  Kalman-filtering  (CKF).  When  there  is  no  fusion  center,  each  sensorcan  also  solve  the  problem  by  using  local  measurements  and  exchanginginformation  with  its  neighboring  sensors,  which  is  called  distributedKalman-filtering  (DKF).  Noting  that  CKF  problem  is  a  maximum  likelihoodestimation  problem,  which  is  a  quadratic  optimization  problem,  we  reformulateDKF  problem  as  a  consensus  optimization  problem,  resulting  in  that  DKF  problemcan  be  solved  by  many  existing  distributed  optimization  algorithms.  A  new  DKFalgorithm  employing  the  distributed  dual  ascent  method  is  provided  and  itsperformance  is  evaluated  through  numerical  experiments.</p>
http://arxiv.org/abs/1903.07864|Class-incremental  Learning  via  Deep  Model  Consolidation.  (arXiv:1903.07864v2  [cs.CV]  UPDATED)|"<p>Deep  neural  networks  (DNNs)  often  suffer  from  ""catastrophic  forgetting""during  incremental  learning  (IL)  ---  an  abrupt  degradation  of  performance  onthe  original  set  of  classes  when  the  training  objective  is  adapted  to  a  newlyadded  set  of  classes.  Existing  IL  approaches  tend  to  produce  a  model  that  isbiased  towards  either  the  old  classes  or  new  classes,  unless  with  the  help  ofexemplars  of  the  old  data.  To  address  this  issue,  we  propose  aclass-incremental  learning  paradigm  called  Deep  Model  Consolidation  (DMC),which  works  well  even  when  the  original  training  data  is  not  available.  Theidea  is  to  first  train  a  separate  model  only  for  the  new  classes,  and  thencombine  the  two  individual  models  trained  on  data  of  two  distinct  set  ofclasses  (old  classes  and  new  classes)  via  a  novel  dual  distillation  trainingobjective.  The  two  existing  models  are  consolidated  by  exploiting  publiclyavailable  unlabeled  auxiliary  data.  This  overcomes  the  potential  difficultiesdue  to  unavailability  of  original  training  data.  Compared  to  thestate-of-the-art  techniques,  DMC  demonstrates  significantly  better  performancein  CIFAR-100  image  classification  and  PASCAL  VOC  2007  object  detectionbenchmarks  in  the  single-headed  IL  setting.</p>"
http://arxiv.org/abs/1903.08510|Topological  Data  Analysis  in  Information  Space.  (arXiv:1903.08510v2  [cs.CG]  UPDATED)|<p>Various  kinds  of  data  are  routinely  represented  as  discrete  probabilitydistributions.  Examples  include  text  documents  summarized  by  histograms  of  wordoccurrences  and  images  represented  as  histograms  of  oriented  gradients.  Viewinga  discrete  probability  distribution  as  a  point  in  the  standard  simplex  of  theappropriate  dimension,  we  can  understand  collections  of  such  objects  ingeometric  and  topological  terms.  Importantly,  instead  of  using  the  standardEuclidean  distance,  we  look  into  dissimilarity  measures  withinformation-theoretic  justification,  and  we  develop  the  theory  needed  forapplying  topological  data  analysis  in  this  setting.  In  doing  so,  we  emphasizeconstructions  that  enable  usage  of  existing  computational  topology  software  inthis  context.</p>
http://arxiv.org/abs/1903.09465|Managing  Recurrent  Virtual  Network  Updates  in  Multi-Tenant  Datacenters:  A  System  Perspective.  (arXiv:1903.09465v2  [cs.CR]  UPDATED)|<p>With  the  advent  of  software-defined  networking,  network  configuration  throughprogrammable  interfaces  becomes  practical,  leading  to  various  on-demandopportunities  for  network  routing  update  in  multi-tenant  datacenters,  wheretenants  have  diverse  requirements  on  network  routings  such  as  short  latency,low  path  inflation,  large  bandwidth,  high  reliability,  etc.  Conventionalsolutions  that  rely  on  topology  search  coupled  with  an  objective  function  tofind  desired  routings  have  at  least  two  shortcomings:  (i)  they  run  intoscalability  issues  when  handling  consistent  and  frequent  routing  updates  and(ii)  they  restrict  the  flexibility  and  capability  to  satisfy  various  routingrequirements.  To  address  these  issues,  this  paper  proposes  a  novel  search  andoptimization  decoupled  design,  which  not  only  saves  considerable  topologysearch  costs  via  search  result  reuse,  but  also  avoids  possible  sub-optimalityin  greedy  routing  search  algorithms  by  making  decisions  based  on  the  globalview  of  all  possible  routings.  We  implement  a  prototype  of  our  proposed  system,OpReduce,  and  perform  extensive  evaluations  to  validate  its  design  goals.</p>
http://arxiv.org/abs/1903.09798|Spatially-weighted  Anomaly  Detection  with  Regression  Model.  (arXiv:1903.09798v2  [cs.CV]  UPDATED)|<p>Visual  anomaly  detection  is  common  in  several  applications  including  medicalscreening  and  production  quality  check.  Although  a  definition  of  the  anomaly  isan  unknown  trend  in  data,  in  many  cases  some  hints  or  samples  of  the  anomalyclass  can  be  given  in  advance.  Conventional  methods  cannot  use  the  availableanomaly  data,  and  also  do  not  have  a  robustness  of  noise.  In  this  paper,  wepropose  a  novel  spatially-weighted  reconstruction-loss-based  anomaly  detectionwith  a  likelihood  value  from  a  regression  model  trained  by  all  known  data.  Thespatial  weights  are  calculated  by  a  region  of  interest  generated  from  employingvisualization  of  the  regression  model.  We  introduce  some  ways  to  combine  withvarious  strategies  to  propose  a  state-of-the-art  method.  Comparing  with  othermethods  on  three  different  datasets,  we  empirically  verify  the  proposed  methodperforms  better  than  the  others.</p>
http://arxiv.org/abs/1903.10081|Determining  satisfiability  of  3-SAT  in  polynomial  time.  (arXiv:1903.10081v3  [cs.DS]  UPDATED)|<p>In  this  paper,  we  provide  a  polynomial  time  (and  space),  algorithm  thatdetermines  satisfiability  of  3-SAT.  The  complexity  analysis  for  the  algorithmtakes  into  account  no  efficiency  and  yet  provides  a  low  enough  bound,  thatefficient  versions  are  practical  with  respect  to  today's  hardware.  We  accompanythis  paper  with  a  serial  version  of  the  algorithm  without  non-trivialefficiencies.</p>
http://arxiv.org/abs/1903.10153|DenseBody:  Directly  Regressing  Dense  3D  Human  Pose  and  Shape  From  a  Single  Color  Image.  (arXiv:1903.10153v3  [cs.CV]  UPDATED)|<p>Recovering  3D  human  body  shape  and  pose  from  2D  images  is  a  challenging  taskdue  to  high  complexity  and  flexibility  of  human  body,  and  relatively  less  3Dlabeled  data.  Previous  methods  addressing  these  issues  typically  rely  onpredicting  intermediate  results  such  as  body  part  segmentation,  2D/3D  joints,silhouette  mask  to  decompose  the  problem  into  multiple  sub-tasks  in  order  toutilize  more  2D  labels.  Most  previous  works  incorporated  parametric  body  shapemodel  in  their  methods  and  predict  parameters  in  low-dimensional  space  torepresent  human  body.  In  this  paper,  we  propose  to  directly  regress  the  3Dhuman  mesh  from  a  single  color  image  using  Convolutional  Neural  Network(CNN).We  use  an  efficient  representation  of  3D  human  shape  and  pose  which  can  bepredicted  through  an  encoder-decoder  neural  network.  The  proposed  methodachieves  state-of-the-art  performance  on  several  3D  human  body  datasetsincluding  Human3.6M,  SURREAL  and  UP-3D  with  even  faster  running  speed.</p>
http://arxiv.org/abs/1903.10175|A  Novel  Method  for  the  Absolute  Pose  Problem  with  Pairwise  Constraints.  (arXiv:1903.10175v2  [cs.CV]  UPDATED)|<p>Absolute  pose  estimation  is  a  fundamental  problem  in  computer  vision,  and  itis  a  typical  parameter  estimation  problem,  meaning  that  efforts  to  solve  itwill  always  suffer  from  outlier-contaminated  data.  Conventionally,  for  a  fixeddimensionality  d  and  the  number  of  measurements  N,  a  robust  estimation  problemcannot  be  solved  faster  than  O(N^d).  Furthermore,  it  is  almost  impossible  toremove  d  from  the  exponent  of  the  runtime  of  a  globally  optimal  algorithm.However,  absolute  pose  estimation  is  a  geometric  parameter  estimation  problem,and  thus  has  special  constraints.  In  this  paper,  we  consider  pairwiseconstraints  and  propose  a  globally  optimal  algorithm  for  solving  the  absolutepose  estimation  problem.  The  proposed  algorithm  has  a  linear  complexity  in  thenumber  of  correspondences  at  a  given  outlier  ratio.  Concretely,  we  firstdecouple  the  rotation  and  the  translation  subproblems  by  utilizing  the  pairwiseconstraints,  and  then  we  solve  the  rotation  subproblem  using  thebranch-and-bound  algorithm.  Lastly,  we  estimate  the  translation  based  on  theknown  rotation  by  using  another  branch-and-bound  algorithm.  The  advantages  ofour  method  are  demonstrated  via  thorough  testing  on  both  synthetic  andreal-world  data</p>
